Tweet,Emotion
Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk,sadness
Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi,anger
now playing yung fav song ni chavs #sober 😂,sadness
@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?,sadness
Seriously @marksandspencer I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food when's it going up? 😢,joy
It's a gloomy ass day,sadness
My goals are so big they scare small minds,fear
Someone throw a snap dance party for LO. Rest Up big Homie 🙏🏾,anger
@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,anger
.@SimonNRicketts if you don't know what a patronus is I don't think we should have to tell you #shocking,fear
Nature looks a lot greener on gloomy dayz,sadness
Ibiza blues hitting me hard already wow,sadness
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,sadness
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats,sadness
My siblings look all gangster &amp; I look all cheery 😅😂,joy
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,fear
When you wake up scroll through social media and another father was taken from his child  #everyday #KeithLamontScott,fear
We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick,anger
These people irritate tf out of me I swear 🙄 I'm goin to sleep ✌🏾️,anger
Rt @yoelamite i need that one back that whole cd was hard the one with a #rage flew through rhyme flow n the 1 u speak on the dollar,anger
@warFarePower dip it in boiling water,anger
The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness,sadness
@kempicepoland don't think he did and he didn't have the rucksack or laptop in his possession murky business on that note I'm away to bed,sadness
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,fear
Jeans with fake pockets,fear
@BeenishParvez salaams ma'am how r u ma'am? May ALLAH protect u from sadness illness harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.,sadness
My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳,fear
@ChickOfBeauty No!  By Y'all I mean rioting fire starting business burning looting ASSHOLES!  That create #BlackLivesmatter,fear
When you forget to mention you were bought dreamboys tickets 🙄😂,anger
Condolences to the  JC and the Georges family.. #sad,sadness
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,anger
A #smile can mean a thousand words but it can also hide a thousand #problems. #Fact #TeamFollowBack,joy
Y'all bitches be so angry and bitter that must truly suck lol,anger
Pinky is so funny n jovial bt she got emotional n just brought me 2 tears. I felt so bad for her #Ishqbaaaz,joy
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,fear
@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,anger
Show your new job you're not #afraid of new tasks. Take on a #project be brave make an #impression. #WorkTiveTruth,fear
Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN,joy
@Somong_MGMT We need 2 bust up the elites in DC we need jobs 4 all we need to clean up the blithe in inner Cities rebuild housing...cont2,joy
Literally being here makes me depress tbh,sadness
@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir #India should act,fear
@LoriAlan1 Seriously. Digging those eyebrows.,joy
@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding no I'm fine-,anger
@TobyIrish1 Yes but you were specifically fuming about him not signing enough people,anger
I'm also upset at my incorrect use of a comma. #grammar #struggle #hesitation #backtoschool 🎒📚,fear
Smokeys dad is sad :/,sadness
- its lit having a class with you!!! Your such a great person and good at cheer!!,joy
Feeling worthless as always #depression,sadness
I swear I got anger issues but my heart big AF...,anger
I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,joy
@NateBLoL no it was that clear American naturally flavored sparkling water,joy
Time for some despair #SDR3 #despair #fuckthisanime,sadness
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH,anger
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets,fear
Just seeing Alex revells face gets me angry,anger
#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,fear
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,joy
It's a Moving Day! #stress  #hope,fear
@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us.,anger
You have to find a way to top yourself.,joy
@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,sadness
Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,anger
#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary Sue and Mel gone. It's over. I'm out. 👋 #fuming,anger
@BreezyWeekes hey breezy you wanna give me some of that coffee you posted on your snap?? please,joy
@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,anger
Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature],sadness
While I was walking a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters in a jovial manner saying...,joy
your outrage (your tweets your jokes your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense),anger
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,joy
some say my lover is a pale green light\nhe hovers high where the moon shines bright,joy
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,anger
@groovydadad @MHChat 🙂ty I often conflate the two depression + sadness but they are very different. This q reminded me of that #mhchat,sadness
@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem but never quanitfying them,anger
eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy
How is that in 2016 a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam,fear
Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are!,joy
@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,fear
@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy? #revenge #leictershireaway #therey,anger
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,joy
@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!,fear
Me being on my dean really saving a lot of ppl bc I don't snap nomore &amp; it take so much out of me..,anger
Thanks for making our Mass with Fr. Vallely respectful meaningful and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy,joy
Pain in both your hips during squats is a sign of youthfulness and being spry right? 🤐🤐🤐🤐,joy
@Ginger_Naylor *Connie came back in* Hey you seem a bit more lively,joy
#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog BAD! Total code-brown in my favorite pants. #Damnit #horror,fear
@AshleyCWilson @MrDavidHobbs @IndyCaronNBCSN Glad the TV coverage was so successful because the attendance looked pretty dismal.,sadness
Gonna get some acupuncture today for all my damn anxiety 🙃🤕,fear
@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film,sadness
Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,sadness
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming,anger
@JoyAnnReid you're right choice I had to slam him he is one ignorant man and I really resent that statement Don King is an embarrassment,anger
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph,anger
So I survived spin....trying to get down the stairs was hilarious tho #jellylegs 😂😂,joy
Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast I break into the goofiest smile.,joy
@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864) how do we go about getting a refund please? #boiling,anger
The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger
@carlybigelow13 first you take the room now you wanna beat me up #bully,fear
Someone set off the fire alarm and I'm so angry because I was in the middle of moisturizing my elbows,fear
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,fear
Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday,joy
Tutoring gives me such an exhilarating feeling. I love helping people 😌,joy
Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,joy
All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc,joy
Never ever been this unhappy before in my life lmao,sadness
@Lexual__ @jdspielman10 RIP to the 100s of black men women CHILDREN killed in Chicago. Where is the outrage?,anger
It's been 5 weeks and I still go through depression smh,sadness
@gingermckchav @MichCorsilles @ArevaMartin @HarvardBLSA @ShareblueMedia Apparently nothing like the terror cops have of black people.,fear
@KatelynKolsrud thanks mucho kate💕 #sober,sadness
@hannah_2401 hannah stop being mournful and chill 💁,sadness
@DefiantSagacity — Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —,sadness
#FF @ElizaNealsRocks Love &amp; support always!! Eliza Neals ROCKS!! #blues #music #friends 😎🎸,sadness
My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.,anger
in health we did a think about depression and now i feel like i have it,sadness
Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,fear
@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,fear
2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited!,joy
you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,sadness
someone kik me @ montanashay_ \n#kikme #snap,anger
A cheerful heart is good medicine but a crushed spirit dries up the bones -Proverbs 17:22-,joy
Need advice on how to get out of this rut!!!! #depressing #needmotivation,sadness
Noooooo @GBBOUK without #MaryBerry will be #awful #endofanera going 2b so #lost @Channel4 have bought a #lameduck there #notallaboutthemoney,fear
with terrorism a booming industry in Pak and govt. oblivious of the fact wt happens within its territory Talking Kashmir is Deranged,fear
pressure does burst pipes 😭,anger
@crazace76 it looks cool and animated well for pixel art !,joy
So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,sadness
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak,joy
Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear just action. #fear,fear
@cxmbeferre so you WOULDNT date me?????,anger
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear
If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees,fear
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉,anger
@Cigna bows out for the moment. Rather than sulk I'm going to @UCSF for an opinion from the guys studying #Oligodendroglioma. ✌️&amp; ❤️ &amp; 🍩's,sadness
Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,anger
I don't want speak front to him   #nopanicattack,fear
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it #shocking #crime #documentary #reallife,fear
It's not that the man did not know how to juggle he just didn't have the balls to do it.\n #funny #pun #punny #lol,joy
@Pharah_Amari [Reyes snarled in frustrated anger steel claws flexing dangerously. But she uttered those damning words it seems to snap --,anger
@Diana_Buds well did she make you laugh with her panic mania or not??¿,fear
@tcarrels  \nSo when exactly did you lose your mind pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist  #conartist,fear
When your sister is 19 and throws legitimate temper tantrums just to get attention..,anger
This is a joke @SomersetCCC #fuming,anger
No pessimist ever discovered the secret of the stars or sailed to an uncharted land or opened a new doorway for the human spirit.-H.Keller,sadness
Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK,joy
Kik to trade have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm #snap #bored,anger
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,anger
@mdivincenzo9 he's stupid I hate him lol #bitter,anger
i was angry.,anger
Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear
@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,sadness
@Gen_Ironicus Musicians have a superstitious dread of crossing highway 69 true story,fear
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad,sadness
Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do,anger
Condolences to the  JC and the Georges family..,sadness
I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,fear
😩😩😩😩 heads melted very tired but can't sleep. #nightmare,fear
Haven't been here a while been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim,sadness
#PeopleLikeMeBecause    People are using this hashtag to brag about themselves.  I'm not interested in pleasing others but in pleasing God.,joy
It's finally raining in Ashland Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!,joy
Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck,anger
ok ok.. I know.. my last tweet was,fear
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,anger
@PuseLepuru it's the irritation of not having found the corpse,anger
The #house no longer echoes with our #laughter. We light up our #memories of the #home and sit in the cold #waiting. #amwriting #nostalgia,joy
@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful i was right it's a double cavity for me.,joy
@TeamShanny legit why i am so furious with him people are such fucking idiots.,anger
You don't smile and you say you're in love but that's why I don't love,joy
Caballero's passing remains absolutely dreadful I see!,fear
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,anger
i am about to find the sadness in graham's lyrics,sadness
@hedgegirl I was only joking. I don't have any parents. 😈 #dark,sadness
the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected,joy
@FullTimeDEVILS Memphis looking bright. Rojo looking like Rojo.,joy
Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,fear
@AJStylesOrg I know they have you a scripted ego maniac but I was so elated to hear that you are a devout Christian like myself. Phenomanal,joy
@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.,anger
Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅,fear
even walking around with my family members who carry guns makes me nervous and theyre my family....,fear
Sickness bug! #awful,fear
Because it was a perfect illusion but at least now I know what it was.  #ladygaga #iscalming#mysoul,anger
Watch this amazing live.ly broadcast by @maisiev #lively #musically,joy
When you want to say something so bad but can't ! #furious 😤,anger
@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,sadness
@yeldarbkered You've got quite the cheery young Souls fan. :),joy
@PanicAtTheDisco hey y'all announced it like immediately after I asked. Nice. Thanks y'all,fear
With loyal heart is concerned. #somber,sadness
when you find out the initiative isn't even a thing 😧 #revenge,anger
@mcauley_ross rojo is awful,fear
Librarians scare me,fear
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger
@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff treat,anger
@FoxNews also we are having riots and protests at alarming rate every time there's a person of color that is shot.,fear
People want me to go pine ridge little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.,sadness
@sophtulig I personally prefer being happy.,joy
@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*,anger
If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness
Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,fear
never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,anger
I hate freaking out and ruining things. #anxiety,fear
Brad Pitt being investigated for child abuse?! this all just got really #dark,sadness
What a sad evening - clearing out all of Harvey's cage and belongings. Now so final. Goodbye my little man.... #depressing,sadness
@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,fear
my wasp sting is so itchy,anger
@tomsteinfort expected i thought,fear
@HebertofNH any time a man who got paid to throw temper tantrums speaks up you gotta listen.,anger
We're in contained depression. Only new economic engine is #Sustainability say Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy,sadness
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair,fear
@kelly_welles they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... ⚓️ x,sadness
But uncle buck is on tho . #UncleBuck,joy
@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6,fear
at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,anger
@annalisewrobel_ awe thank you so much love 💕,fear
one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up,anger
#TerrorStatePak @sardesairajdeep Pakistan invitadated 4 times in India and why we worry to invade our own land #PoK?  Which is disputed.,fear
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading,joy
@natalie_bloomer You interviewed one irate group two filmmakers who don't live here and got stock statements. That's not journalism.,anger
Literally feels sg to be happy with sam😍,joy
The pine colada starburst nasty. Don't @ me,sadness
@EllenMellon_88 Got #mybrokenfoot running Great North Run can't wait to run again in a few months time - be mostly dark then! #ukrunchat,sadness
The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye,anger
Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible,fear
@petercoffin So safe blues are ok. Are reds ok as well? Obviously battleground states would not.,sadness
Don't be disheartened if you didn't get the cards you wanted it's not the end of the world......E-Eh...? Y-You want me to cheer you up?,sadness
It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness
@comicfire The thing is it's either I be unproductive and unhappy or deal with some videos that do badly.,sadness
Research has determined 70% of #laughter is actually .,fear
@kevinrouth Now that's what I call a gameface! #gameface,fear
This uber driver TRIED it with me &amp; he'll feel my wrath,anger
@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,fear
If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,anger
@_aiseela\nHe will rejoice over you with gladness \nHe will renew you with His love \nHe will rejoice over you with singing.,joy
@TheVulcanSalute  just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.,joy
@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks,anger
At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice,sadness
@bradshawjp Sweet!,joy
@CScheiwiller can't stop smiling 😆😆😆,joy
For once I gatherp th strength to not try and drink my pain away. #sober #Fighter #strong #lovely #dreamer,sadness
@Skepta make sure you's Young breadrins sling us a quick vote #murky #skeng #votage,sadness
@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness
@SquidWasTaken Pfft- Yeye i'm a sucker for bright yellow red pink and blues when it comes to coloring or backgrounds haaa,sadness
#chirp look out for them Cars coming from the Wesszzz,joy
@kaijinboyfriend --while being animated much more recently technology-wise which makes for a very nice combination/look),joy
@JBCrewdotcom how his own fans insult him,anger
Every single problem we ever face can be solved with a nice blend patience and optimism,joy
Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo,anger
MY CAR IS DENTED FROM THE HAIL sad,sadness
@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.,anger
@nicky57672 Hi! We are working towards your highlighted concern and we will keep you posted on same. Regards Himani,fear
Life's too short to be frowning for so long,sadness
...at your age the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare,joy
All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO,anger
STAY JADED everyone is #terrible,fear
and I think some of our most spiritually weighty experiences came counterintuitively and recognized in hindsight in levity and daily grace,joy
@KurakkuSora he is.\nSure his mind was clouded but...],sadness
Tom Phillips being all jovial at the start of this week's show when Joe is strutting out after that video package is quite the juxtaposition,joy
@ctp It's daunting trying to follow Swift news/trends and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently.,fear
Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,fear
Sky news still pushing the Brexit gloom line managing to ignore the fact it's simply not happening. 'But in the future.....',sadness
@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :),joy
She began to squirm beneath @hcllbent struggling to get out of his relentless grasp. When she realized that the attempt was useless ++,anger
@Jinath_Hyder I can't have alcohol on it sadly but it only flares up under very specific circumstances so I just need to be more careful,sadness
Should've stayed at school cause ain't nobody here,sadness
@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),sadness
All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me,sadness
I'm used to bears I'm used to coyotes I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.,fear
He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂,fear
Leave it on there rule nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet,anger
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,sadness
#IfIWerePresident \nMy goal would be for us all to be miserable yet jovial in the Co. of others. U know civil but with realization of self.,joy
These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy
Riding at night has got to be one of the most exhilarating refreshing things I have ever done.,joy
Watch this amazing live.ly broadcast by @brooke_bridges  #musically,joy
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear,fear
@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh and now with more gleeful social sharing for the a$$hats.,joy
Watch this amazing live.ly broadcast by @rosannahill  #musically,joy
BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him because he cares for you.#faith #leadership #worry #mindfu…,fear
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism,fear
Can we go back 2 weeks and start again ?? This is seriously dreadful,fear
Pinterest one dessert... Next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make sweets.,joy
Half past midnight loud banging on our front door been told about new rape cases in Edinburgh today #joyful #nosleep,joy
@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,sadness
Trial result #sadness,sadness
I have no #alarm preset #life will #wakemeup,fear
@andrewmcmeme nah I asked really insightful teacherly questions so he could write a kickass report of his own. He will sadly never know,sadness
@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod,anger
@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!,anger
Don't think I'll ever get used to this 6:30 alarm 😩💤,fear
Taguchi engineering fashionable hale and hearty little game optimization: MqnAOcU,joy
My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',fear
If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final,sadness
it's still not sunk in that im seeing joe next month im so grateful and excited shit,sadness
@BuzzFeed so this houses will get into my instestines and scare my poop and I'll shit my pants?,fear
@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!,anger
@AskPS_UK not received verification email asked for it to be resent 5 times still nothing.,anger
I'm moving this weekend &amp; my sugar daddy will replace it so it is what it is. Niggas still happy.,joy
@MacDsmash you should get some @SSB_Swedish delight,joy
@indiamarshall_ that's great! It's not easy!\n&amp; it's amazing when nervousness turns into adrenaline 😂\nHad you had concerts as soloist before?,fear
Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her,joy
@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear
Lord Jesus I don’t want to be in prison. I want to be free. Entice my heart with the beauty of Your truth &amp; allow me to rejoice in it. Amen,joy
Watch this amazing live.ly broadcast by @matt.boss #lively #musicallyjh,joy
@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know threaten my job when I disagree. Puts a damper on things.,sadness
There will be no #gaming video today. An old friend of mine passed last night so I'm taking some time to grieve. Thank you #StandUpToCancer,sadness
cluck cluck cluck wolf wolf wolf  chirp chirp chirp is all I ever hear.,joy
@Jchawes What is your favorite #horror movie? #ghosthunters,fear
@zavierdaniels had to snap going crazy 😭😭,anger
God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness
