Tweet,Emotion
A hearty welcome to those who followed me.,joy
Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger
Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll stinging for a bit but everyone will get over it.,anger
Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram,anger
@PhilGlutting Hey There Phil Glutting thank you for following us it's appreciated :),joy
@PhilGlutting Hey There Phil Glutting thank you for following us it's appreciate :),joy
Honestly today I just felt like maybe track isn't for me #sad,sadness
It's just the lack of company and liveliness out here that makes me bored.,joy
doese reading help depression or is it another form of escapism,sadness
doese reading assist depression or is it another form of escapism,sadness
Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday choose #faith over  #Moses,fear
Don't let trouble get you down.  Remember that Moses started out as a basket case.  #lol \nToday choose #faith over  #Moses,fear
Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,joy
@ManUtd carrick and Herrera proved their worth last night. What more does Rooney need to do to get dropped #awful. Rashford needs to start,fear
It'd probably be useful to more than women but I'm dealing with re-reading an article about a woman being harassed on the subway.,fear
We have left #Maine. #sadness,sadness
It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible,fear
@Lil_PowWow @jweiler0528 More fat = more buoyant. Day 1 water stuff,joy
i love the word fret so much and im in heaven,anger
A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,sadness
A3: But chronic sorrow may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,sadness
A3: But chronic gloominess may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,sadness
A3: But chronic sorryness may mean there are underlying issues than getting sorry occassionally over a particular issue (2/2) #mhchat,sadness
@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius #awful,fear
Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sadness
Life izn't about pleasing each others...😕\n\n#hell #with #pleasing,joy
@hesham786 that's the spirit,joy
@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,sadness
What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg #levity,joy
Watch this amazing live.ly broadcast by @elise_awsome_11  #musically,joy
second episode of AHS 6 here i go #panic,fear
I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.,anger
@happyandbashful @Teigngardener @CEVokins @gardengirllucy Don't provoke the Voke.,anger
@The40Bar See you all October 8th. @WreckinSO is ready to tear it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,sadness
@The40Bar See you all October 8th. @WreckinSO is ready to rupture it up #keeptalkin #wreckinso #the40 #brandonmanitoba #country #rock #blues,sadness
@SeveChambers i'm elated thank you for your help! can i apply to be verified?,joy
@SeveChambers i'm jubilant thank you for your help! can i apply to be verified?,joy
Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617,joy
Having a blast playing games and hear testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617,joy
@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animated IMO. Companion changes/Monsters/Classics.,joy
@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animate IMO. Companion changes/Monsters/Classics.,joy
@reinervshunter you got this #staystrong #smile #yourebeautiful,joy
If you think you're good to go already don't worry about it.,fear
If you think you're well to go already don't worry about it.,fear
If you think you're good to go already don't trouble about it.,fear
How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,joy
How is your toddler cope with the new arrival? Has he tried killing her yet?' they cheerfully ask.,joy
How is your toddler coping with the new arrival? Has he tried kill her yet?' they cheerfully ask.,joy
Watch this amazing live.ly broadcast by @jaredhorgan  #musically,joy
@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime,anger
7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray,sadness
🍦🎿 god chirp this burp 🎿🍦,joy
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible,fear
@NeoFundie @fitchest Ha. Right. I'm from San Jose CA and I was offended right there with you. Dave go on a walk or something next time.,anger
@NeoFundie @fitchest Ha. Right. I'm from San Jose CA and I was scandalize right there with you. Dave go on a walk or something next time.,anger
@NeoFundie @fitchest Ha. Right. I'm from San Jose CA and I was offend right there with you. Dave go on a walk or something next time.,anger
even if it looks like we are okay  the reality of that is were actually very worn out and forlorn,sadness
even if it looks like we are okay  the reality of that is were actually very wear out and forlorn,sadness
Andrew's hands start shaking and he says 'I hope I die.. like right now',fear
Andrew's hands start trembling and he says 'I hope I die.. like right now',fear
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,fear
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fright of gun violence.,fear
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with dread of gun violence.,fear
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fearfulness of gun violence.,fear
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of grease-gun violence.,fear
@rsiereilly my heart did the flutter,fear
someone come to fright world w me🤗🤗,fear
someone come to fear world w me🤗🤗,fear
The return of Matt Damon and of director Paul Greengrass brings back all the exhilarating if rather po-faced entertainment to a movie,joy
@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍,sadness
@DarbyHogle the red one would look super fairly with a bronzy glowy nude lip makeup look! 3rd black would be fairly with a dark lip! 😍,sadness
@DarbyHogle the red one would look super fairly with a bronzy glowy nude lip makeup look! 3rd black would be fairly with a dark lip! 😍,sadness
@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark-skinned lip! 😍,sadness
@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,joy
@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am jubilant that he's back home😍,joy
The best revenge is to move on get over it and continue to succeed. Never give someone the satisfaction of watching you suffer.,anger
The best avenge is to move on get over it and continue to succeed. Never give someone the satisfaction of watching you suffer.,anger
When something makes you excited terrified thrilled nervous elated &amp; like you've been kicked in the guts all at once. Need word for that,joy
When something makes you excited panicked thrilled nervous elated &amp; like you've been kicked in the guts all at once. Need word for that,joy
When something makes you excited frightened thrilled nervous elated &amp; like you've been kicked in the guts all at once. Need word for that,joy
When something makes you excited panicky thrilled nervous elated &amp; like you've been kicked in the guts all at once. Need word for that,joy
When something makes you excited terrified thrilled anxious elated &amp; like you've been kicked in the guts all at once. Need word for that,joy
When something makes you excited terrified thrilled nervous jubilant &amp; like you've been kicked in the guts all at once. Need word for that,joy
Accept challenges in life so that you may feel the exhilaration of victory.,joy
Accept challenges in life-time so that you may feel the exhilaration of victory.,joy
Accept challenges in life so that you may feel the excitement of victory.,joy
@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,sadness
@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the muddy end of the pool. This guy is nuts.,sadness
It appears my fire alarm disapproves of my cooking style,fear
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',joy
Gloriosa Bazigaga on #Rwanda work: 'I lose relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',joy
Heyyyy warriors!!!!!  #panicattacks,fear
@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear
the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected #delight,joy
I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,anger
@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,joy
Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,fear
Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life-time starts to happen.\n\n#cpd,fear
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,fear
@CBCNews Canada should be a driving force-out of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,fear
@CBCNews Canada should be a driving force of democracy freedom rights - instead we assist #dictator #misogyny #Sharia #Islam  #polygamy,fear
@Ashleyavitia_ don't leave me,sadness
@Ashleyavitia_ don't leave-taking me,sadness
@RoseTintMyWorId fucking hell mate absolute nightmare 😓,fear
@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,sadness
@TheZantarin Then maybe we should keep our White mouths shut and let the people being target speak and mourn.,sadness
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired,sadness
Just wish I was appreciate for all I do! When is it my turn to be taken care of!! I want a break!! #tired,sadness
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert,joy
@AASadeq I scare people even when I'm suspended? LOL,fear
Evening all. Don't forget it's #RobinHoodHour TONIGHT 🏹\n\n#bizitalk #bizhour #southyorkshire #MansfieldHour #chirp #sheffieldHour #NottsHour,joy
@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.,sadness
Be free and open and breezy! Enjoy! Things won't get any better so get used to it.,joy
remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao,anger
@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??,fear
@Bwana86 I can fright that someone is always following me everywhere I go. Does that make it true??,fear
@Bwana86 I can dread that someone is always following me everywhere I go. Does that make it true??,fear
@Bwana86 I can fearfulness that someone is always following me everywhere I go. Does that make it true??,fear
Ooh #hygge candles jasmine tea &amp; #GBBO #happy,joy
Ooh #hygge candle jasmine tea &amp; #GBBO #happy,joy
Going off reports on Sky Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/,sadness
Going off reports on Sky Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be drear on there :/,sadness
Going off reports on Sky Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be dreary on there :/,sadness
Going off reports on Sky Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be dour on there :/,sadness
Going off reports on Sky Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be gloomy on there :/,sadness
why won't you let me go? do i threaten all your plans? im insignificant,fear
why won't you let me go? do i imperil all your plans? im insignificant,fear
why won't you let me go? do i jeopardize all your plans? im insignificant,fear
why won't you let me go? do i endanger all your plans? im insignificant,fear
why won't you let me go? do i jeopardise all your plans? im insignificant,fear
why won't you let me go? do i threaten all your plans? im unimportant,fear
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,anger
@mikeburke91 @AP I guess. It's just heartrending the ease with which they can kill an innocent man and get away with it. #indignation,anger
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can obliterate an innocent man and get away with it. #indignation,anger
@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can killing an innocent man and get away with it. #indignation,anger
Id love 2 c Gyimah in action but his coach is holding a grudge against him!,anger
@OnyxFlare25 She chuckles shaking her head. 'No...I just have a really vivid imagination I guess. It happens when you meet someone&gt;,fear
@OnyxFlare25 She chuckles trembling her head. 'No...I just have a really vivid imagination I guess. It happens when you meet someone&gt;,fear
Will WHU be old bill free by the time the game with Chelsea comes around? 😂 😂 😂\nThat will be lively to say the least\n#AFC,joy
#Determine to #start putting the Word in your #heart #consistently. Every day a #line here a line there--a tape here a #tape there 💨,fear
@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it there aren't enough taco bowls in my life either.,joy
@mehnazt @Mel_Harder I live a life-time devoid of mirth. Come to think of it there aren't enough taco bowls in my life-time either.,joy
@mehnazt @Mel_Harder I live a life-time devoid of mirth. Come to think of it there aren't enough taco bowls in my life-time either.,joy
The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious?,fear
The Apocalypse has hitting our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious?,fear
#burning the last of @Yan,anger
jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,fear
Christ ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,fear
@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,sadness
One more day tiff.. One more day!,anger
I honestly feel nothing towards either of my parents and it's pretty depressing,sadness
I honestly feel nothing towards either of my parents and it's fairly depressing,sadness
I honestly feel nothing towards either of my parents and it's pretty cheerless,sadness
Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting,joy
@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animosity has always been present..now magnified with bigotry/racism etc.,anger
@JohnJHarwood @GWGMJ30 It's no secret: personal dislike of Trump &amp; animus has always been present..now magnified with bigotry/racism etc.,anger
I am about to be a coward and I feel terrible. But I can't even face this 😭,fear
If a friend lost his/her phone how long do they have to mourn their lost phones before you ask for their earpiece?,sadness
If a friend lose his/her phone how long do they have to mourn their lose phones before you ask for their earpiece?,sadness
If a friend lose his/her phone how long do they have to mourn their lose phones before you ask for their earpiece?,sadness
McDavid breakaway. Lundqvist with a tremendous save.,fear
@metrotrains why is there no disabled access at pontefract monkhill?,fear
@PaulJonMilne too grim too insanely determined to hurt you from,sadness
@PaulJonMilne too drear too insanely determined to hurt you from,sadness
@PaulJonMilne too dreary too insanely determined to hurt you from,sadness
@PaulJonMilne too dour too insanely determined to hurt you from,sadness
@PaulJonMilne too gloomy too insanely determined to hurt you from,sadness
All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness
@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.,anger
@DKTaylorWriter I thought that was funny too. But maybe not such a coincidence. Green must be the official color of optimism.,joy
That last minute was like watching a horror show #GBBO 😥,fear
@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,anger
@RiotzXVl papercuts stinging and stub ur toe last for like 10 secs,anger
@gayla_weeks1 I try not to let my anger seep into reviews but I resent having my time wasted on books like that. Time is precious.,anger
@gayla_weeks1 I try not to let my anger seep into reviews but I resent having my time squandered on books like that. Time is precious.,anger
@gayla_weeks1 I try not to let my anger seep into reviews but I resent having my time squander on books like that. Time is precious.,anger
@gayla_weeks1 I try not to let my anger seep into reviews but I resent having my time wasted on book like that. Time is precious.,anger
@gayla_weeks1 I try not to let my anger seep into reviews but I resent having my time wasted on Book like that. Time is precious.,anger
#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL #rape,fear
One way ticket to the blues.,sadness
To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,joy
To tell the truth and make someone weep is better than to tell a lie and make someone smile. #truth #lie #weep #smile #offalonehugots,joy
To tell the truth and make someone scream is better than to tell a lie and make someone smile. #truth #lie #scream #smile #offalonehugots,joy
@rickygervais my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad,sadness
Candace &amp; her pout are getting right on my tits #GBBO,anger
I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit 😭,fear
I get soooo anxious when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit 😭,fear
A MOMENT:\nIf you kill it in the spirit it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride,sadness
A MOMENT:\nIf you obliterate it in the spirit it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride,sadness
A MOMENT:\nIf you killing it in the spirit it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride,sadness
And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,fear
And I weep in front of my guy last night. And it's just been a horrible week but it's only for a week,fear
And I cry in front of my guy last night. And it's just been a horrible week but it's only for a week,fear
And I cried in front of my guy last night. And it's just been a ugly week but it's only for a week,fear
And I cried in front of my guy last night. And it's just been a atrocious week but it's only for a week,fear
@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger
I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,fear
@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can like maybe they can teach me their ways.,sadness
@holly_lolly7 I just have serious regard for any man that can pull off a bun better than I can like maybe they can teach me their ways.,sadness
@holly_lolly7 I just have serious respect for any man that can pull off a bun better than I can like maybe they can learn me their ways.,sadness
The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
The Sorrow is drear reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
The Sorrow is dreary reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
The Sorrow is dour reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
The Sorrow is gloomy reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger glad at times. RIP #MGS3,sadness
Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,joy
@PanicAtTheDisco hey y'all announced it like immediately after I asked. Nice. Thanks y'all #panic,fear
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees,joy
Excited and nervous for Tuesday,fear
Excited and anxious for Tuesday,fear
Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,sadness
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy
in geometry today hannah started tears of laughter because ms. canning said 'pp' lol,joy
in geometry today hannah started weep of laughter because ms. canning said 'pp' lol,joy
in geometry today hannah started weeping of laughter because ms. canning said 'pp' lol,joy
in geometry today hannah started cry of laughter because ms. canning said 'pp' lol,joy
in geometry today hannah started crying of laugh because ms. canning said 'pp' lol,joy
I'm okay dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.,fear
@Dominos_UK worst thing is i have confimation from them,anger
@chocorobos I have this one so I'm not so sad.. but wtf,sadness
If I could turn anxiety off--I would. #nooneunderstands #anxiety,fear
If I could turn anxiousness off--I would. #nooneunderstands #anxiousness,fear
Friday is here and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt,fear
Friday is here and we are open tonight and tomorrow. Get a jumping on your Halloween and come play with us. #hauntedattraction #tulsa #haunt,fear
Friday is here and we are open tonight and tomorrow. Get a jump-start on your Halloween and come play with us. #hauntedattraction #tulsa #haunt,fear
@Cherie_Fitz it's being extremely playful,joy
Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.,fear
Insomniacs can't get sleep cuz they are too guilty about all the ugly shit they do. I'm a complete sociopath n sleep like a baby.,fear
Insomniacs can't get sleep cuz they are too guilty about all the atrocious shit they do. I'm a complete sociopath n sleep like a baby.,fear
Insomniacs can't get sleep cuz they are too guilty about all the horrible bullshit they do. I'm a complete sociopath n sleep like a baby.,fear
Insomniacs can't get sleep cuz they are too guilty about all the horrible damn they do. I'm a complete sociopath n sleep like a baby.,fear
Insomniacs can't get sleep cuz they are too guilty about all the horrible crap they do. I'm a complete sociopath n sleep like a baby.,fear
Insomniacs can't get sleep cuz they are too guilty about all the horrible snitch they do. I'm a complete sociopath n sleep like a baby.,fear
Insomniacs can't get sleep cuz they are too guilty about all the horrible diddly-shit they do. I'm a complete sociopath n sleep like a baby.,fear
T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 !!!,fear
Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season 💕,sadness
Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertain this dismal BB season 💕,sadness
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,fear
@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World but so glad you asked #muchlove,joy
@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World but so happy you asked #muchlove,joy
where broken hearted lovers do cry away their gloom,sadness
where broken hearted lovers do weep away their gloom,sadness
where broken hearted lovers do scream away their gloom,sadness
where broken hearted lovers do cry away their somberness,sadness
where broken hearted lovers do cry away their gloominess,sadness
Michelle is one of the worst players in bb history #bb18 #bbfinale,anger
@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,sadness
This is awful,fear
This is terrible,fear
This is dreadful,fear
This is horrendous,fear
This is atrocious,fear
This is terribly,fear
@Nataliem55 sadly war has often been the factor that jump starts US economic growth,sadness
@Nataliem55 sadly war has often been the factor that jumping starts US economic growth,sadness
@Nataliem55 sadly war has often been the factor that jump-start starts US economic growth,sadness
@Nataliem55 sadly war has often been the factor that jump starts US economic growing,sadness
Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D,anger
Aberdeen st Johnstone let's see who can punt it the furthest,fear
Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute,anger
@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,joy
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy,fear
the bee sting still suck i feel sick,anger
the bee stinging still suck i feel sick,anger
the bee sting still suck i feel ill,anger
Like if you aggravate me constantly byeeeeeeee,anger
At 12:01 Tumblr became sentient. At 1.:02 Tumblr posted gn animated gif about it. At 12:03 Tumblr shipped itself.,joy
At 12:01 Tumblr became sentient. At 1.:02 Tumblr posted gn animate gif about it. At 12:03 Tumblr shipped itself.,joy
also other ppl who i love a whole damn lot; erica joanna tiff sirli harley anja (the rest of the gc bc i ran out of chara!),anger
also other ppl who i love a whole darned lot; erica joanna tiff sirli harley anja (the rest of the gc bc i ran out of chara!),anger
also other ppl who i love a whole darn lot; erica joanna tiff sirli harley anja (the rest of the gc bc i ran out of chara!),anger
also other ppl who i love a whole goddamn lot; erica joanna tiff sirli harley anja (the rest of the gc bc i ran out of chara!),anger
also other ppl who i love a whole shit lot; erica joanna tiff sirli harley anja (the rest of the gc bc i ran out of chara!),anger
also other ppl who i love a whole damned lot; erica joanna tiff sirli harley anja (the rest of the gc bc i ran out of chara!),anger
Well that draw is lively! #EFLCup,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,joy
@EducatedNPetty lily-white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,joy
@EducatedNPetty white-hot pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,joy
@EducatedNPetty white pricks that were laugh at your use of language won't be crying over your coffin but rejoicing that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be tears over your coffin but rejoicing that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be weep over your coffin but rejoicing that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be weeping over your coffin but rejoicing that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be cry over your coffin but rejoicing that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your casket but rejoicing that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but joy that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but exultation that you're another,joy
@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but jubilation that you're another,joy
@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house!,fear
@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople,fear
@ducktapepr @midnightaction @juliea592 @catherinerusse2 I fear to think... #DirtyPeople,fear
Is there a perfume that smells like the smell of smokey incense because i would be all about that,anger
Is there a perfume that aromas like the aroma of smokey incense because i would be all about that,anger
Is there a perfume that scents like the scent of smokey incense because i would be all about that,anger
Is there a perfume that odours like the odour of smokey incense because i would be all about that,anger
Is there a perfume that smellings like the smelling of smokey incense because i would be all about that,anger
Is there a perfume that odors like the odor of smokey incense because i would be all about that,anger
Happy 69th @StephenKing! May u keep haunting us for many years.  #writing,fear
Sejejs says Cibulskis missed time in 3rd period due to an injury. Wouldn't comment on how serious it is. Apparently not a doctor.,sadness
. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly,sadness
. @UNFCCC @uncclearn The trouble is the time it has taken to do this means its going to be out of date already. #sadly,sadness
@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour,anger
@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smile these night#BelieveTour,anger
@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand grin these night#BelieveTour,anger
@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand grinning these night#BelieveTour,anger
@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiling these night#BelieveTour,anger
Tired of people pretending Islam isn't one of the most misogynistic religions it's no coincidence Muslim countries are terrible for women.,fear
Tired of people pretend Islam isn't one of the most misogynistic religions it's no coincidence Muslim countries are terrible for women.,fear
